,name,Page,audience,comment,presents,share,url,Time,CorrectedTime_U,CorrectedTime_L,fault
747,男孩别哭,http://changba.com/s/glPuTmbX50-e-Nb1HzmR9w,125,3,6,1,http://upuwmp3.changba.com/userdata/userwork/162/734977162.mp3,2016-08-01 00:00:00,2016-08-01 00:00:00,2016-08-01 00:00:00,False
748,停格,http://changba.com/s/4SjXQAdwGnqweyadABoPhQ,115,2,3,0,http://upuwmp3.changba.com/userdata/userwork/185/734167185.mp3,2016-07-30 00:00:00,2016-07-30 00:00:00,2016-07-30 00:00:00,False
749,Bang Bang,http://changba.com/s/R0M457blyUQo7zQkdI4R0A,336,2,6,2,http://upuwmp3.changba.com/userdata/userwork/563/733993563.mp3,2016-07-30 00:00:00,2016-07-30 00:00:00,2016-07-30 00:00:00,False
750,伤痕,http://changba.com/s/nt_eAGd4j_O6sfrsQccXuQ,59,2,1,0,http://qiniuuwmp3.changba.com/732933572.mp3,2016-07-28 00:00:00,2016-07-28 00:00:00,2016-07-28 00:00:00,False
751,清唱1分钟,http://changba.com/s/DZb8yDMbGXk2woqG4DRSKg,95,4,6,0,http://qiniuuwmp3.changba.com/732173684.mp3,2016-07-27 00:00:00,2016-07-27 00:00:00,2016-07-27 00:00:00,False
752,十万毫升泪水,http://changba.com/s/mDFDbi6mO9jlpTkTNRnXaA,147,5,5,1,http://upscuw.changba.com/731267224.mp3,2016-07-25 00:00:00,2016-07-25 00:00:00,2016-07-25 00:00:00,False
753,鱼,http://changba.com/s/retGqkWLVz7yRpMs9HTw5g,123,1,5,0,http://ksapuw.changba.com/userdata/userwork/6/729744006.mp3,2016-07-23 00:00:00,2016-07-23 00:00:00,2016-07-23 00:00:00,False
754,Tattooed Heart,http://changba.com/s/t3lZpEnWxZpnsBN4jOf6IA,101,4,6,0,http://upscuw.changba.com/728128843.mp3,2016-07-20 00:00:00,2016-07-20 00:00:00,2016-07-20 00:00:00,False
755,Love Can Fly,http://changba.com/s/7wJ9gehSnwGInQcQLjNttw,164,1,20,6,http://upuwmp3.changba.com/userdata/userwork/446/726402446.mp3,2016-07-17 00:00:00,2016-07-17 00:00:00,2016-07-17 00:00:00,False
756,失落沙洲,http://changba.com/s/NVZ4TJUZpDKKqUDkjItT_w,151,7,9,1,https://qiniuuwmp3.changba.com/725923677.mp3,2016-07-16 00:00:00,2016-07-16 00:00:00,2016-07-16 00:00:00,False
757,改变,http://changba.com/s/uXKMcCvABwDqpMeggG6JBg,134,5,5,2,http://ksapuw.changba.com/userdata/userwork/229/721613229.mp3,2016-07-09 00:00:00,2016-07-09 00:00:00,2016-07-09 00:00:00,False
758,Close To You,http://changba.com/s/FtL2gz6JblCFkm97TbszWg,315,10,17,9,http://upuwmp3.changba.com/userdata/userwork/857/708398857.mp3,2016-06-17 00:00:00,2016-06-17 00:00:00,2016-06-17 00:00:00,False
759,夏夜晚风,http://changba.com/s/jgn9PzAAnjpfRfCGegBJOg,213,4,2,2,http://qiniuuwmp3.changba.com/705260390.mp3,2016-06-11 00:00:00,2016-06-11 00:00:00,2016-06-11 00:00:00,False
760,背对背拥抱,http://changba.com/s/7VFg7DWB2hgQA0hkba61mw,179,3,12,0,http://qiniuuwmp3.changba.com/666429054.mp3,2016-04-07 00:00:00,2016-04-07 00:00:00,2016-04-07 00:00:00,False
761,让,http://changba.com/s/eZJgGE-r4EKhJpwCkaKMvA,75,2,9,0,http://upuwmp3.changba.com/userdata/userwork/478/643744478.mp3,2016-02-25 00:00:00,2016-02-25 00:00:00,2016-02-25 00:00:00,False
762,烟火里的尘埃,http://changba.com/s/6Z1tb-d-hx8SrmjGjnOcrw,150,6,8,3,http://qiniuuwmp3.changba.com/641594264.mp3,2016-02-21 00:00:00,2016-02-21 00:00:00,2016-02-21 00:00:00,False
763,音乐爱我,http://changba.com/s/BpDP-UCOHhgB5OFUbY2wsQ,96,3,13,0,http://qiniuuwmp3.changba.com/640479563.mp3,2016-02-19 00:00:00,2016-02-19 00:00:00,2016-02-19 00:00:00,False
764,乌兰巴托的夜,http://changba.com/s/glRrFtjmelGo2tQ364Z2ug,136,2,8,1,http://qiniuuwmp3.changba.com/640011495.mp3,2016-02-18 00:00:00,2016-02-18 00:00:00,2016-02-18 00:00:00,False
765,我们都不应该孤单,http://changba.com/s/IE8Jy8PPd4yAwnGXL2QBjw,110,5,6,2,http://upscuw.changba.com/638207424.mp3,2016-02-14 00:00:00,2016-02-14 00:00:00,2016-02-14 00:00:00,False
766,怀珠,http://changba.com/s/ZYL7gMBRP5laKkVNmte_uA,108,3,7,1,http://qiniuuwmp3.changba.com/636364497.mp3,2016-02-11 00:00:00,2016-02-11 00:00:00,2016-02-11 00:00:00,False
767,主人,http://changba.com/s/qQWE7UeTPn1ZtFsq-PURLQ,114,2,5,2,http://ksapuw.changba.com/userdata/userwork/932/635571932.mp3,2016-02-09 00:00:00,2016-02-09 00:00:00,2016-02-09 00:00:00,False
768,I Care,http://changba.com/s/fCpncnO5JNwgHl1mfggreQ,96,3,2,0,http://upuwmp3.changba.com/userdata/userwork/795/635570795.mp3,2016-02-09 00:00:00,2016-02-09 00:00:00,2016-02-09 00:00:00,False
769,恰好,http://changba.com/s/uaQBJzrEWsPrahtGFnf5Fw,104,5,2,0,http://upuwmp3.changba.com/userdata/userwork/164/635570164.mp3,2016-02-09 00:00:00,2016-02-09 00:00:00,2016-02-09 00:00:00,False
770,光,http://changba.com/s/9P2CBCm03l4B0GdY9uIR4Q,40,3,3,0,http://upuwmp3.changba.com/userdata/userwork/65/635569065.mp3,2016-02-09 00:00:00,2016-02-09 00:00:00,2016-02-09 00:00:00,False
771,软绵绵,http://changba.com/s/BmfDwJOpNevFS0EtanBQWw,98,3,5,4,http://ksapuw.changba.com/userdata/userwork/516/628908516.mp3,2016-01-28 00:00:00,2016-01-28 00:00:00,2016-01-28 00:00:00,False
772,阿楚姑娘,http://changba.com/s/QzeHNNNCpeljHSu2FUqzXA,88,4,8,1,http://upuwmp3.changba.com/userdata/userwork/176/628901176.mp3,2016-01-29 00:00:00,2016-01-28 00:00:00,2016-01-20 00:00:00,True
773,Toxic,http://changba.com/s/n1HVF1vsVy7QPQ40y1ogkg,121,4,4,0,http://upscuw.changba.com/623720601.mp3,2016-01-20 00:00:00,2016-01-20 00:00:00,2016-01-20 00:00:00,False
774,玫瑰堡垒,http://changba.com/s/Rx3P6Shq-ws8MDkA-hhQhA,225,6,4,0,http://upuwmp3.changba.com/userdata/userwork/379/614415379.mp3,2016-01-06 00:00:00,2016-01-06 00:00:00,2016-01-06 00:00:00,False
775,传奇,http://changba.com/s/2ifL-HKOgCXZWkn-5dlpGw,100,3,3,0,http://upuwmp3.changba.com/userdata/userwork/466/603957466.mp3,2015-12-23 00:00:00,2015-12-23 00:00:00,2015-12-23 00:00:00,False
776,松林的低语,http://changba.com/s/Vy17244S-aevOw1LKzYomw,137,2,14,0,http://qiniuuwmp3.changba.com/602202982.mp3,2015-12-18 00:00:00,2015-12-18 00:00:00,2015-12-18 00:00:00,False
777,爱的箴言,http://changba.com/s/Qlek0x4EFcc4AmCxZoBcTw,121,7,0,0,http://upscuw.changba.com/602200917.mp3,2015-12-18 00:00:00,2015-12-18 00:00:00,2015-12-18 00:00:00,False
778,关联,http://changba.com/s/h62ebF2dwtUBoDNTWu6XUQ,46,1,2,0,http://qiniuuwmp3.changba.com/602199166.mp3,2015-12-18 00:00:00,2015-12-18 00:00:00,2015-12-18 00:00:00,False
779,忘记拥抱,http://changba.com/s/L8kVuVru101gdN1NwP9SHg,145,1,1,0,http://ksapuw.changba.com/userdata/userwork/617/600155617.mp3,2015-12-15 00:00:00,2015-12-15 00:00:00,2015-12-15 00:00:00,False
780,Lay Me Down,http://changba.com/s/RqeabuRHf8lgrvMnq9Sw4w,126,3,11,2,http://qiniuuwmp3.changba.com/598052776.mp3,2015-12-12 00:00:00,2015-12-12 00:00:00,2015-12-12 00:00:00,False
781,岁月轻狂,http://changba.com/s/aGrte4RwlEsVB0wBTtZTOA,150,4,9,0,http://upuwmp3.changba.com/userdata/userwork/542/596509542.mp3,2015-12-09 00:00:00,2015-12-09 00:00:00,2015-12-09 00:00:00,False
782,抉择,http://changba.com/s/ioe08fBYjh8e3eOvXqHhqA,51,1,3,0,http://upuwmp3.changba.com/userdata/userwork/590/554567590.mp3,2015-10-01 00:00:00,2015-10-01 00:00:00,2015-10-01 00:00:00,False
783,如果没有你,http://changba.com/s/5xxNLHlZeH_6o3EWBU6_0g,50,3,0,0,http://ksapuw.changba.com/userdata/userwork/137/552410137.mp3,2015-09-27 00:00:00,2015-09-27 00:00:00,2015-09-27 00:00:00,False
784,Haunted,http://changba.com/s/Fe89icU3Ao5fZIQ-kaWb1A,209,18,10,3,http://ksapuw.changba.com/userdata/userwork/813/453180813.mp3,2015-05-04 00:00:00,2015-05-04 00:00:00,2015-05-04 00:00:00,False
785,要死就一定死在你手里,http://changba.com/s/br5cnIW2i0d4Ul4UeV16Sg,139,8,1,0,http://upuwmp3.changba.com/userdata/userwork/358/451428358.mp3,2015-05-01 00:00:00,2015-05-01 00:00:00,2015-05-01 00:00:00,False
786,I Need To Know,http://changba.com/s/XDMMj8mXoyS8CDoVP9iFxQ,200,7,3,1,http://upuwmp3.changba.com/userdata/userwork/697/451427697.mp3,2015-05-01 00:00:00,2015-05-01 00:00:00,2015-05-01 00:00:00,False
787,江郎,http://changba.com/s/bhydrL-FwBegLJIbWY4fGQ,76,4,0,0,http://upuwmp3.changba.com/userdata/userwork/296/451426296.mp3,2015-05-01 00:00:00,2015-05-01 00:00:00,2015-05-01 00:00:00,False
788,Rolling In The Deep-new Version,http://changba.com/s/P5q3dBCd3QgvjtVeEVDCNQ,156,20,1,3,http://upuwmp3.changba.com/userdata/userwork/570/450856570.mp3,2015-05-01 00:00:00,2015-05-01 00:00:00,2015-05-01 00:00:00,False
789,Make You Feel My Love,http://changba.com/s/VXZm9wTuczpwFZ79G3RO9g,220,17,4,0,http://upuwmp3.changba.com/userdata/userwork/657/450835657.mp3,2015-05-01 00:00:00,2015-05-01 00:00:00,2015-05-01 00:00:00,False
790,Lay Me Down,http://changba.com/s/lJniGAOFEFJIHH8yaiCs2Q,,,,,,,2015-05-01 00:00:00,2015-03-04 00:00:00,True
791,All Of Me,http://changba.com/s/_A7ia0aC5HdusUE0g1B7FA,229,22,23,2,http://upuwmp3.changba.com/userdata/userwork/569/405913569.mp3,2015-03-04 00:00:00,2015-03-04 00:00:00,2015-03-04 00:00:00,False
792,故乡的云,http://changba.com/s/o1kBsqa1qbZ5L_sg6OqLHg,95,6,5,1,http://upuwmp3.changba.com/userdata/userwork/390/405676390.mp3,2015-02-28 00:00:00,2015-02-28 00:00:00,2015-02-28 00:00:00,False
793,Chandlier,http://changba.com/s/pcCtfQm8E-vGzybWlkxfLw,134,6,0,0,http://ksapuw.changba.com/userdata/userwork/709/405605709.mp3,2015-02-28 00:00:00,2015-02-28 00:00:00,2015-02-28 00:00:00,False
794,冬天快乐,http://changba.com/s/F2myYAtEuW28ooUcU1-mUQ,60,6,0,0,http://upuwmp3.changba.com/userdata/userwork/847/399677847.mp3,2015-02-20 00:00:00,2015-02-20 00:00:00,2015-02-20 00:00:00,False
795,你的爱,http://changba.com/s/eNYTkHXOpCE00BM3xqkMUw,62,3,0,0,http://ksapuw.changba.com/userdata/userwork/133/398933133.mp3,2015-02-19 00:00:00,2015-02-19 00:00:00,2015-02-19 00:00:00,False
796,晚风,http://changba.com/s/XEkbnL0gnKFu7m2Oh0AQsQ,225,3,1,3,http://ksapuw.changba.com/userdata/userwork/335/394211335.mp3,2015-02-13 00:00:00,2015-02-13 00:00:00,2015-02-13 00:00:00,False
797,唯一,http://changba.com/s/Y9nEYwa9fjnsMZ7XfS91BA,59,4,3,0,http://ksapuw.changba.com/userdata/userwork/530/383046530.mp3,2015-01-31 00:00:00,2015-01-31 00:00:00,2015-01-31 00:00:00,False
798,We Are Young,http://changba.com/s/u24zIUHneoLKb5i4xzYCkQ,204,6,11,0,http://upuwmp3.changba.com/userdata/userwork/65/373250065.mp3,2015-01-19 00:00:00,2015-01-19 00:00:00,2015-01-19 00:00:00,False
799,也许明天,http://changba.com/s/mEE2ID3nuLI93MOzBrY_2w,130,2,3,0,http://upuwmp3.changba.com/userdata/userwork/869/372226869.mp3,2015-01-30 00:00:00,2015-01-19 00:00:00,2014-10-05 00:00:00,True
800,Price Tag,http://changba.com/s/PQp8FYCfq7AcKS-p9L4Byg,103,4,7,0,http://qiniuuwmp3.changba.com/300397553.mp3,2014-10-05 00:00:00,2014-10-05 00:00:00,2014-10-05 00:00:00,False
801,我们都寂寞,http://changba.com/s/jCbDXYEi30ZcTJs1Q4WK4Q,146,2,0,1,http://upscuw.changba.com/271403430.mp3,2014-08-18 00:00:00,2014-08-18 00:00:00,2014-08-18 00:00:00,False
802,想你的夜,http://changba.com/s/gDSsJVUvBU_STC6tctCqwQ,95,2,1,0,http://ksapuw.changba.com/userdata/userwork/23/260146023.mp3,2014-08-02 00:00:00,2014-08-02 00:00:00,2014-08-02 00:00:00,False
803,最美的太阳,http://changba.com/s/mfrUI_V5wEd_HEw991AYOQ,30,3,0,0,,2014-07-21 00:00:00,2014-07-21 00:00:00,2014-07-21 00:00:00,False
804,恒星流星,http://changba.com/s/iB0EL6He-g1lpTcgNOjTrA,24,2,0,0,http://upuwmp3.changba.com/userdata/userwork/883/245498883.mp3,2014-07-11 00:00:00,2014-07-11 00:00:00,2014-07-11 00:00:00,False
805,北斗星的爱,http://changba.com/s/n4xGlQbHxnY3KZ2j9D6FBQ,25,3,0,0,,2014-07-09 00:00:00,2014-07-09 00:00:00,2014-07-09 00:00:00,False
806,寂寞寂寞就好,http://changba.com/s/CWKH3lQH9KtW1iQapfJHdA,31,2,1,0,http://ksapuw.changba.com/userdata/userwork/126/244266126.mp3,2014-07-09 00:00:00,2014-07-09 00:00:00,2014-07-09 00:00:00,False
807,泡沫,http://changba.com/s/WuVxCalyyUQjXsvgLFHx3Q,85,4,0,0,http://upuwmp3.changba.com/userdata/userwork/648/243671648.mp3,2014-07-08 00:00:00,2014-07-08 00:00:00,2014-07-08 00:00:00,False
808,泡沫,http://changba.com/s/WWj69F3Zk5YoAFectrONlw,92,10,5,1,,2014-02-12 00:00:00,2014-02-12 00:00:00,2014-02-12 00:00:00,False
809,北斗星的爱,http://changba.com/s/8ydhLLQ4xDZyBYznt-8zsA,13,4,0,0,http://upuwmp3.changba.com/userdata/userwork/43/156060043.mp3,2014-01-18 00:00:00,2014-01-18 00:00:00,2014-01-18 00:00:00,False
810,岁月轻狂,http://changba.com/s/FjMDeN_O0tYhGMMIhUhTAw,20,4,0,0,http://upuwmp3.changba.com/userdata/userwork/890/156058890.mp3,2014-01-18 00:00:00,2014-01-18 00:00:00,2014-01-18 00:00:00,False
811,心在跳,http://changba.com/s/csRLohfWFN5dweGggFtKCA,26,4,1,0,http://upuwmp3.changba.com/userdata/userwork/764/155976764.mp3,2014-01-18 00:00:00,2014-01-18 00:00:00,2014-01-18 00:00:00,False
812,She Is Gone,http://changba.com/s/qUF9xxboa7E2FhT0XzLjAg,36,5,1,1,http://upuwmp3.changba.com/userdata/userwork/372/155976372.mp3,2014-01-18 00:00:00,2014-01-18 00:00:00,2014-01-18 00:00:00,False
813,叶子,http://changba.com/s/QaV_6Wq0ZlpT3tyHNY_ZDg,22,5,0,0,,2014-01-18 00:00:00,2014-01-18 00:00:00,2014-01-18 00:00:00,False
814,爱,http://changba.com/s/iSmD4P05ndgcbXHAZj6gHw,52,6,7,0,http://upuwmp3.changba.com/userdata/userwork/677/155600677.mp3,2014-01-17 00:00:00,2014-01-17 00:00:00,2014-01-17 00:00:00,False
815,火烧的寂寞,http://changba.com/s/flX3U_UfcLKEv4UIAGmriw,50,0,1,0,http://ksapuw.changba.com/userdata/userwork/527/117752527.mp3,2013-10-05 00:00:00,2013-10-05 00:00:00,2013-10-05 00:00:00,False
816,天地在我心,http://changba.com/s/RZCRlKKJII7IIJhpohW8IQ,55,0,3,1,http://upuwmp3.changba.com/userdata/userwork/486/117120486.mp3,2013-10-03 00:00:00,2013-10-03 00:00:00,2013-10-03 00:00:00,False
817,Hallelujah,http://changba.com/s/ERRUZMCEIcBqroXQfQZvUQ,108,0,5,0,http://upuwmp3.changba.com/userdata/userwork/162/106339162.mp3,2013-08-31 00:00:00,2013-08-31 00:00:00,2013-08-31 00:00:00,False
818,我期待,http://changba.com/s/Yc7vheIJp5X_XKYBKE_DwQ,50,0,5,0,http://upuwmp3.changba.com/userdata/userwork/466/103275466.mp3,2013-08-23 00:00:00,2013-08-23 00:00:00,2013-08-23 00:00:00,False
819,As Long As You Love Me伴奏--..,http://changba.com/s/W2SrS08GSYPNlwjp5R3u0Q,81,0,0,1,http://ksapuw.changba.com/userdata/userwork/231/101931231.mp3,2013-08-20 00:00:00,2013-08-20 00:00:00,2013-08-20 00:00:00,False
820,Too Close,http://changba.com/s/x7u5xkAGeDZ0DvUv-ZFFtQ,52,0,1,0,http://ksapuw.changba.com/userdata/userwork/325/101888325.mp3,2013-08-20 00:00:00,2013-08-20 00:00:00,2013-08-20 00:00:00,False
821,Crush,http://changba.com/s/VYW8g7c-s7T8_F0839Iqwg,89,0,3,0,,2013-08-18 00:00:00,2013-08-18 00:00:00,2013-08-18 00:00:00,False
822,好久不见,http://changba.com/s/GIT60ijBDRwH9o86bB3-8A,42,0,3,0,,2013-08-16 00:00:00,2013-08-16 00:00:00,2013-08-16 00:00:00,False
823,Mad World,http://changba.com/s/FrG0hGWy0s53Q0iU3zosxA,68,0,4,0,http://ksapuw.changba.com/userdata/userwork/334/98085334.mp3,2013-08-12 00:00:00,2013-08-12 00:00:00,2013-08-12 00:00:00,False
824,Whataya Want From Me,http://changba.com/s/6Bn6ePNXtjg5koyzXLGisA,171,0,9,0,http://upuwmp3.changba.com/userdata/userwork/672/97984672.mp3,2013-08-15 00:00:00,2013-08-12 00:00:00,2013-08-05 00:00:00,True
825,眼色,http://changba.com/s/fIJ1ZCnxxMCuag2G2Wsv1g,23,0,0,0,http://upuwmp3.changba.com/userdata/userwork/593/97166593.mp3,,2013-08-12 00:00:00,2013-08-05 00:00:00,True
826,Broken-hearted Girl,http://changba.com/s/_KqIeSqDI2-rteEEATMLMQ,46,0,3,1,http://ksapuw.changba.com/userdata/userwork/922/95443922.mp3,2013-08-05 00:00:00,2013-08-05 00:00:00,2013-08-05 00:00:00,False
827,The A Team,http://changba.com/s/brsy7BEFRpnGXeOl4Tl4pQ,34,0,4,0,http://ksapuw.changba.com/userdata/userwork/512/95411512.mp3,2013-08-05 00:00:00,2013-08-05 00:00:00,2013-08-05 00:00:00,False
828,煎熬,http://changba.com/s/Q8tG2W3YGr7j_WeUiy2MqQ,145,0,2,0,http://ksapuw.changba.com/userdata/userwork/137/94761137.mp3,2013-08-03 00:00:00,2013-08-03 00:00:00,2013-08-03 00:00:00,False
829,我好想你,http://changba.com/s/TqkyEtnOBBG4dgq44WvwiA,82,0,0,0,http://upuwmp3.changba.com/userdata/userwork/150/94351150.mp3,2013-08-03 00:00:00,2013-08-03 00:00:00,2013-08-03 00:00:00,False
830,我爱你,http://changba.com/s/Wd-3i1Ys7q-czOlv_vXmOQ,44,0,1,0,http://upuwmp3.changba.com/userdata/userwork/885/94326885.mp3,2013-08-02 00:00:00,2013-08-02 00:00:00,2013-08-02 00:00:00,False
831,月光爱人 男生版,http://changba.com/s/XNkVWLUX_lOlgSFlVgm1NQ,37,0,0,1,http://upuwmp3.changba.com/userdata/userwork/949/94239949.mp3,2013-08-02 00:00:00,2013-08-02 00:00:00,2013-08-02 00:00:00,False
832,恒星流星,http://changba.com/s/lxnKkg0S0RVrwOn6rjxZOg,41,0,0,0,http://upuwmp3.changba.com/userdata/userwork/871/94226871.mp3,2013-08-05 00:00:00,2013-08-02 00:00:00,2013-08-01 00:00:00,True
833,也许明天,http://changba.com/s/z1FbhFD6pZ669cvjWIcqfA,106,0,4,0,http://upuwmp3.changba.com/userdata/userwork/871/94147871.mp3,,2013-08-02 00:00:00,2013-08-01 00:00:00,True
834,剪爱,http://changba.com/s/TIO4hN908E8Wndka1ntQpQ,26,0,0,0,http://upuwmp3.changba.com/userdata/userwork/796/93924796.mp3,2013-08-01 00:00:00,2013-08-01 00:00:00,2013-08-01 00:00:00,False
835,空白格,http://changba.com/s/co-YKmeP2LT5THi79AR9gQ,72,0,3,0,http://upuwmp3.changba.com/userdata/userwork/551/93916551.mp3,2013-08-15 00:00:00,2013-08-01 00:00:00,2013-08-01 00:00:00,True
836,Listen,http://changba.com/s/BCpW1QzqtJp1bFGVkMadXw,63,0,2,0,http://upuwmp3.changba.com/userdata/userwork/457/93754457.mp3,2013-08-01 00:00:00,2013-08-01 00:00:00,2013-08-01 00:00:00,False
